Alamance,184114,15,0.016761855721348647,15,0.1835714010208411,13,28556,13,40.22386538,70,0.906193199999997,55,0.20509032447288092,38,0.22666143817740006,31,0.1908165593056476,74,0.15883464688412038,70,0.05138664088553831,82,9461,22,68769,51,-0.14083855975612802,75,724,21,0.005555555555555556,24,0.86,32,0.776,42,0.8228736826480629,28,0.794642995701361,33,0.15,16,5692,82,978,29,0.7749603803486529,29,48980,45,0.842898690392194,45,6674.713,18,6674.694,18,0.4743589758872986,75,0.4640151560306549,76,1970.6643661460225,49,48.827151,16,0.1248997449874878,39,0.10110276937484741,21,0.1107086688280106,52,4646,87,0.4767669,30,20008,25925,0.14300000000000002,23,0.114,22,0.31200039692602843,49,56595,88,0.07279039326162427,23,7674,83,0.14,65,0.145,65,167.5,62,284,86,34.2,31,58,78,0.469,18,0.432,13,601.3887110259435,91,109.08830384784,20,139210.34977452396,45,25251.922187,16,0.020564368163460574,83,442.160519,25,0.0675
Alexander,36464,67,0.0033197057639465606,67,-0.009749341444206068,63,-359,63,44.22538293,33,1.7992880400000004,25,0.18437362878455463,68,0.20821225864269613,65,0.21632294866169371,47,0.17709040545311355,49,0.05347740236946029,77,1950,72,50799,69,-0.06181435378421305,57,535,32,-0.016544117647058824,30,0.836,42,0.74,55,0.7721822541966427,54,0.7441597854471028,57,0.209,47,1467,39,841,85,0.6664025356576863,85,48035,55,0.8266361493056154,55,884.399,71,843.864,71,0.3487179577350616,88,0.3383084535598755,93,1734.01315171442,59,7.383428,65,0.1670317649841309,72,0.16309943795204163,71,0.1145170629024506,54,990,40,0.3691151,75,3191,4753,0.149,34,0.116,23,0.2939509806618436,39,10686,34,0.08339933839630993,40,1790,36,0.129,41,0.125,26,162.7,60,61,41,29.3,23,11,26,0.65,58,0.67,55,744.9967501389157,65,27.082866857800003,68,111193.54479685308,63,4042.218934,69,0.07600592863911458,34,272.126608,56,0.07
Alleghany,11464,93,0.0010436898551416018,93,0.049432442328817286,54,540,54,45.93081761,22,-1.0351687900000002,91,0.1674808094905792,83,0.18500549249359208,87,0.2668353105373343,18,0.24047967777370927,11,0.07248778785764132,31,831,94,63298,59,-0.103338857960421,65,435,40,-0.029017857142857144,36,0.792,69,0.764,46,0.7166295321045169,78,0.7247967479674797,69,0.253,72,458,8,779,96,0.6172741679873217,96,44464,80,0.7651826739403534,80,302.981,90,303.326,90,1.126984119415283,14,0.9863013625144958,14,2170.788154897494,39,2.858928,83,0.1431670337915421,55,0.1596638709306717,66,0.2227635085582733,97,503,22,0.3773251,70,852,1066,0.18,93,0.158,93,0.310869945737791,47,3552,9,0.0921311475409836,56,562,8,0.184,95,0.17,89,134.7,48,15,15,44.9,57,5,10,0.597,44,0.597,36,1093.0464378872746,16,12.489148599299998,89,183089.8555925083,24,2091.98469,85,0.17075155115466117,8,366.6975,37,0.07
Anson,22059,75,0.0020082653972931432,75,-0.12248388893308934,90,-3079,90,40.29137931,69,0.31554849000000473,78,0.21084364658416066,28,0.21043838014161828,58,0.1949317738791423,71,0.1630201288885353,62,0.0632848270547169,43,1396,77,84695,39,-0.007441696941286769,42,421,43,0.021844660194174758,18,0.834,43,0.746,52,0.7123155093152673,79,0.6906837517067534,80,0.326,94,1395,38,857,73,0.679080824088748,73,50187,37,0.8636699994837288,37,836.697,72,761.818,76,0.6094674468040466,59,1.013071894645691,13,,,,,0.1032902970910072,24,0.1552227884531021,62,0.1399257034063339,78,791,35,0.2313816,100,1308,3185,0.161,62,0.125,39,0.46013492099425,91,10163,33,0.1418405304868187,94,1754,35,0.13,44,0.128,33,159.5,57,39,31,28.6,21,7,18,0.777,82,0.777,78,783.9740500932675,55,17.31563484441,80,100897.56114456468,75,2228.524433,82,0.2061813646130005,3,346.2923,38,0.07
Ashe,27196,73,0.0024759411462343863,73,0.01926392324413462,55,514,55,48.34493671,12,1.8652855499999959,23,0.16704662450360347,86,0.18859155985308448,81,0.27095896455361085,15,0.22910576418559328,15,0.05526548021767907,70,1503,74,84498,40,-0.23036706439566446,88,760,17,-0.12037037037037036,65,0.794,65,0.704,70,0.7858411570667343,48,0.739236052940191,59,0.20600000000000002,45,911,24,859,71,0.6806656101426307,71,44433,81,0.7646491937565609,81,777.808,76,763.359,75,0.7878788113594055,33,1.2952381372451782,3,2390.492027334852,29,6.296556,67,0.05541346967220306,9,0.05606258288025856,4,0.09036777913570404,36,516,24,0.4385289,42,2504,4133,0.162,64,0.131,50,0.2790732159406858,32,7528,26,0.07966414089698956,31,1167,22,0.13699999999999998,57,0.138,57,95.6,28,26,25,25.7,17,7,18,0.44,14,0.44,14,977.1609892122335,27,26.358917684,70,222082.04300278035,10,5990.66311,55,0.07500036923753665,35,428.7048,29,0.07
Avery,17395,84,0.0015836518693464904,84,-0.020110410094637224,62,-357,62,46.12645914,20,2.2736289500000026,14,0.15263006611095142,96,0.1615592609283461,99,0.23644725495832136,32,0.19862550698512843,26,0.051279103190572,83,892,92,22598,87,-0.21203668189267408,86,335,55,-0.045584045584045586,41,0.811,50,0.709,69,0.7785835519209998,50,0.7322546176156313,65,0.205,44,502,10,808,94,0.6402535657686212,94,45653,69,0.785644220344525,69,630.17,80,631.571,79,0.7560975551605225,36,0.8536585569381714,29,2889.2455858747994,18,5.4,73,0.05513404309749603,6,0.05873642489314079,6,0.1233944967389107,62,538,26,0.387156,66,1688,1782,0.153,39,0.131,50,0.2514660227664712,20,4374,11,0.0665505545879549,20,726,13,0.155,80,0.163,87,102.5,32,18,19,28.5,19,5,10,0.4,9,0.4,9,1411.8772551454524,5,24.558192976,74,352969.3137863631,2,6139.548244,54,0.018388239100955283,87,105.4974,92,0.0675
Beaufort,43593,58,0.0039687344605013825,58,-0.06079931056770441,87,-2822,87,46.10040568,21,1.3820347999999996,38,0.19122336154887254,62,0.2134654745233222,52,0.26898814029775425,17,0.21684800172358074,20,0.07356685706420756,27,3207,50,139853,14,0.002710163111668758,38,259,66,-0.16451612903225807,81,0.811,50,0.693,77,0.7755639890364748,52,0.7359017308766053,63,0.282,82,2374,50,906,44,0.7179080824088748,44,54554,25,0.9388218692457279,25,1861.636,49,1876.283,47,0.5158730149269104,69,0.4664310812950134,75,2589.940648379052,23,15.578493,40,0.1856655329465866,88,0.13539139926433563,47,0.1211434751749039,60,1123,42,0.4050701,60,3755,5588,0.157,50,0.132,55,0.3677058353317346,73,16100,45,0.11360634081902246,83,2666,46,0.138,61,0.13699999999999998,55,80.9,22,38,30,51.1,73,24,53,0.625,52,0.625,44,921.1171515644628,37,40.331114481250005,54,147378.74425031405,38,6452.978317,51,0.06230002554300183,40,273.811556,53,0.0675
Bertie,16739,85,0.0015239292118994481,85,-0.15245569620253163,89,-3011,89,40.6009772,68,-1.3840227999999968,94,0.19445606069657687,55,0.19984810126582278,71,0.2121393153712886,51,0.1810126582278481,41,0.06481868689885895,40,1085,86,161862,8,0.09282777338923659,20,288,59,-0.10835913312693499,59,0.637,99,0.582,96,0.6940148911798396,88,0.634593501074725,93,0.349,96,996,26,812,93,0.6434231378763867,93,49409,43,0.8502813677743551,43,641.269,78,629.495,80,0.79347825050354,32,0.8910890817642212,24,1851.7865443425076,54,3.027671,79,0.1854485720396042,87,0.1846388578414917,87,0.1682502925395966,92,726,31,0.3682503,77,1589,2372,0.16,57,0.141,75,0.43601163964605977,85,7342,24,0.115027635832725,85,1103,20,0.11699999999999999,12,0.114,7,68.6,10,13,12,31.7,27,6,14,0.93,98,0.865,95,765.3820235494982,60,12.88826789455,87,88483.47093057782,87,1489.973167,94,0.1569758524553033,11,188.073989,75,0.07
Bladen,28850,72,0.0026265223587609225,72,-0.12179233508873398,91,-4001,91,38.25888325,84,-2.4801944200000037,98,0.2230155979202773,17,0.22455937414386168,35,0.19518197573656845,70,0.17713311619128794,48,0.07282495667244368,28,2101,71,146195,11,-0.1893368082510813,81,423,42,-0.173828125,82,0.804,58,0.702,73,0.6953275952924645,87,0.7015253740099736,79,0.275,79,1599,40,884,57,0.7004754358161648,57,48424,52,0.8333304651603022,52,1413.795,63,1415.802,64,0.9734042286872864,18,0.8715596199035645,27,1739.132668545415,58,8.022619,64,0.2067166566848755,96,0.22405660152435303,97,0.08788303285837173,31,565,27,0.3607093,80,2319,4501,0.175,88,0.147,85,0.4630129402809494,93,13382,41,0.11916529379461833,87,1953,39,0.145,71,0.155,81,207.8,82,68,44,58.1,84,19,38,0.785,83,0.785,79,963.3204761469794,28,27.8418884016,67,122715.98422254516,57,3546.737376,73,0.09559026044794154,24,243.207368,59,0.0675
Brunswick,166886,19,0.015193407638272973,19,0.4451631898440409,5,51407,5,53.5,1,4.224248930000002,2,0.13937058830578958,99,0.17722702829085807,91,0.32521002360893064,3,0.2671567990716927,5,0.087011492875376,14,14521,10,45150,72,0.010225314926274808,34,238,70,0.030303030303030304,17,0.926,5,0.845,12,0.9008454403677255,3,0.870308263165406,11,0.165,27,3441,67,951,32,0.7535657686212361,32,58281,16,1.0029599545681391,16,5646.957,20,5377.103,20,0.5195402503013611,67,0.49345794320106506,70,3693.9964031218187,6,54.431037,14,0.1241298168897629,38,0.15151207149028778,60,0.08108213543891907,28,2077,61,0.4827061,28,12365,22373,0.135,17,0.112,19,0.22418792416042793,12,35875,76,0.08137410306983048,33,6725,79,0.122,21,0.11699999999999999,11,77,18,110,58,45.5,59,65,80,0.342,5,0.342,5,1075.4874343235304,18,172.10165021531998,15,314470.01003612,4,50322.119946,7,0.013583939177772205,90,619.85561,16,0.0675
Buncombe,279331,7,0.025430471992895918,7,0.10676984277925701,14,26947,14,44.03940584,36,2.3936415900000014,12,0.1688033193594696,82,0.19459236718650944,77,0.22659497155704164,38,0.17984103588183087,42,0.06296830641783403,44,17589,7,78245,45,0.08246638260195895,21,1074,3,0.0009319664492078285,28,0.856,35,0.816,21,0.8260899136230702,27,0.8173317578317625,24,0.154,19,7209,88,1076,11,0.8526148969889065,11,61560,10,1.0593883907828392,10,15336.616,7,14891.71,7,0.462232232093811,78,0.4103773534297943,83,3907.7525787421946,4,113.274024,7,0.1137367486953735,28,0.11543069034814835,24,0.07171061635017395,18,5303,93,0.6034618,9,44626,57403,0.145,26,0.119,29,0.23928689025824357,15,66131,91,0.07464875807644285,25,12316,93,0.126,31,0.145,65,199.1,77,520,93,57.8,82,151,94,0.5176,25,0.498,19,924.9219367895587,36,255.61790090472,6,185727.2965440881,21,51328.895764,5,0.01875959553068086,86,843.4981,10,0.07
Burke,89581,33,0.00815551124506628,33,0.02323323471963631,45,2034,45,43.44366953,42,0.603481010000003,66,0.19036402808631295,63,0.21029846825133927,59,0.22341791228050592,40,0.18272470787120063,36,0.05828244828702515,58,5221,35,44077,73,0.1406795890375508,15,473,38,-0.0688976377952756,46,0.797,62,0.719,65,0.7607330586731069,59,0.7088690408465127,77,0.185,34,2780,55,886,56,0.7020602218700476,56,44631,78,0.7680565833175583,78,2615.833,37,2598.472,37,0.7598425149917603,35,0.6392914652824402,53,1567.9294855496228,66,18.5,37,0.1820430159568787,81,0.22161369025707245,96,0.1418063193559647,80,2911,76,0.4073948,58,8363,9970,0.172,85,0.15,90,0.33431637493131794,60,29814,72,0.1098780463463803,80,5505,75,0.146,74,0.151,76,271.9,93,246,81,44.2,56,40,71,0.56,32,0.56,28,657.3756210049452,82,58.624100505600005,40,117388.50375088306,59,10468.589376,36,0.02102122005521616,82,180.230901,77,0.0675
Cabarrus,248866,10,0.022656919006426194,10,0.2846089124498655,4,55137,4,39.60318347,76,1.8251027700000009,24,0.21796066959729332,22,0.25838671546335346,7,0.14770599439055557,93,0.12281073045336527,89,0.04499610232012408,96,11198,15,64227,55,0.008795765467196506,36,630,25,0.001589825119236884,26,0.905,14,0.887,4,0.8843782518210198,12,0.8836484952518066,5,0.099,4,5721,83,1008,21,0.7987321711568938,21,54754,24,0.942263676883099,24,8667.428,14,8456.989,14,0.4730617702007294,76,0.37840670347213745,86,2306.6177813527643,33,97.498427,9,0.1383495181798935,48,0.12857653200626373,38,0.07179243862628937,19,4383,85,0.5884424,11,35925,49862,0.115,3,0.089,3,0.24593140992531012,18,59993,89,0.06474143720617864,16,9640,89,0.10800000000000001,5,0.11599999999999999,10,155.2,55,336,88,34.2,31,74,84,0.576,36,0.74,71,982.4705608890638,26,239.66583356439997,7,132766.29201203564,52,32387.274806,12,0.03312221271069914,72,896.74677,9,0.07
Caldwell,81884,35,0.0074547714670634094,35,0.007480683104483488,53,608,53,43.87785388,40,1.033526700000003,50,0.1862879194958722,66,0.21009892219105272,61,0.21247130086463778,49,0.17618977311875583,50,0.05743490791851888,64,4703,39,35964,79,-0.053354741912558235,55,430,41,0.046228710462287104,16,0.832,45,0.781,39,0.7437422166874221,72,0.7451010223953263,56,0.239,67,3682,71,939,33,0.7440570522979397,33,44761,77,0.7702937582818496,77,2388.149,42,2394.254,42,0.6155606508255005,57,0.591792643070221,59,1401.9134223737803,74,14.8,45,0.1669895797967911,70,0.16175241768360138,69,0.1273389309644699,69,2273,66,0.3835854,68,6847,10959,0.16,57,0.135,62,0.36070987390075954,71,29492,70,0.10161256544502618,73,4852,70,0.138,61,0.14300000000000002,61,256.8,92,211,76,43.8,55,36,65,0.63,54,0.63,46,677.2034122393318,78,55.368828188100004,42,107492.60511735424,69,8788.702887,42,0.04317220424819757,59,273.1837,54,0.0675
Camden,11291,94,0.0010279398250526716,94,0.12605963897476813,49,1264,49,42.67378049,50,0.8150848399999973,59,0.18182623328314587,70,0.21841029221103023,46,0.18749446461783723,77,0.14989528273661115,76,0.10796209370294925,7,1219,83,54621,65,-0.0779554010027178,61,76,95,-0.06172839506172839,44,0.929,3,0.862,9,0.893050891242573,6,0.8728705822527333,8,0.092,3,230,3,929,34,0.7361331220285261,34,56906,19,0.9792975270612125,19,171.978,99,174.14,99,2.160000085830688,1,1.7419354915618896,1,1561.6866215512753,67,3,80,0.09865900129079819,22,0.1279296875,37,0.05086072161793709,3,130,2,0.5551643,15,1419,1683,0.12,5,0.094,6,0.17389732465654376,5,1924,3,0.04500580720092915,5,310,3,0.12300000000000001,24,0.135,48,92,25,10,6,36.8,40,4,7,0.73,72,0.73,64,1125.6163576916124,15,12.4538193815,90,154194.02160159074,32,1706.002655,92,0.12132331261012974,18,202.476255,71,0.0675
Carteret,70822,39,0.0064476799477353915,39,0.039772143350021286,42,2709,42,48.87752355,10,1.735377530000001,27,0.1547965321510265,94,0.17854154126231409,89,0.2757900087543419,13,0.22163170026279858,18,0.11359464573155234,5,8045,27,60950,62,-0.028901918297112996,48,94,92,-0.4050632911392405,98,0.911,12,0.846,11,0.855954494640626,18,0.8524953789279113,14,0.17,30,1935,46,846,80,0.6703645007923931,80,63531,8,1.0933074050491318,8,2554.588,39,2559.203,38,0.9702970385551453,20,1.0927419662475586,7,3399.033097805876,12,27.42,27,0.1181262731552124,32,0.12733277678489685,35,0.06077113375067711,11,859,39,0.545879,17,7716,11750,0.146,28,0.117,27,0.23371838279227244,13,16429,46,0.08122064509432493,32,3130,54,0.127,37,0.11699999999999999,11,181.4,66,126,63,56.1,79,39,70,0.34,4,0.34,4,850.9785303895069,44,59.8186848152,38,250287.80305573734,8,17593.730828,24,0.006282959469238515,96,97.514189,95,0.0675
Caswell,21960,76,0.0019992523742942757,76,-0.05283588527064913,79,-1225,79,45.11877395,26,1.0268384700000013,51,0.1656193078324226,88,0.18628423549708864,84,0.24121129326047358,30,0.181755445331033,39,0.05651183970856102,66,1241,82,84373,41,-0.1955435632425011,83,412,45,-0.1643002028397566,80,0.77,80,0.653,85,0.775008816268955,53,0.6676872607982505,86,0.24,68,958,25,870,67,0.6893819334389857,67,41155,95,0.7082379665800479,95,331.195,88,346.378,88,0.7532467246055603,37,0.8823529481887817,26,1331.0478927203064,80,2.779228,84,0.1718963235616684,77,0.1812702864408493,84,0.1559504866600037,90,781,34,0.3290735,91,1648,3266,0.149,34,0.128,46,0.33392162186623225,59,7379,25,0.09216093545657358,57,1198,23,0.136,55,0.138,57,79.6,21,18,19,31,26,7,18,0.585,39,0.735,68,597.2575175807766,93,13.198196623500001,85,81259.5262014662,94,1795.67301,91,0.14067368576330475,13,230.454155,60,0.0675
Catawba,168239,18,0.015316585619257498,18,0.07815794364373922,25,12196,25,42.80837234,48,2.0050815700000015,18,0.1995791701091899,46,0.2262645552828387,32,0.20321685221619243,56,0.16068006895535206,66,0.05511801663110218,72,9273,23,61631,61,-0.029891389894538014,49,608,27,-0.047021943573667714,42,0.864,29,0.81,25,0.7976474969740232,42,0.7825863701278903,40,0.16399999999999998,26,5631,81,1046,14,0.8288431061806656,14,55223,22,0.9503347157927343,22,9241.514,12,9060.348,13,0.5507649779319763,62,0.4638826251029968,77,2014.8472870344954,48,44.040532,18,0.1535285711288452,60,0.13340714573860168,44,0.09106917679309845,38,3465,80,0.4717988,32,17951,23455,0.14800000000000002,32,0.12,31,0.28636573921089153,36,47663,80,0.08188784540740895,34,7865,84,0.135,52,0.135,48,200.6,78,320,87,40.7,47,65,80,0.3985,8,0.3985,8,730.7813220148281,68,121.63197401747,17,183383.0168167699,23,30522.452702,13,0.01417341789023404,89,332.3955,41,0.07
Chatham,82500,34,0.007510852499056364,34,0.22621878715814506,20,15220,20,50.68860511,6,4.942502659999995,1,0.16007272727272728,89,0.20349286563614744,68,0.2964727272727273,8,0.21840071343638526,19,0.05355151515151515,76,4418,42,114051,22,0.07600358507476768,23,1076,2,-0.035842293906810034,38,0.847,39,0.777,41,0.85859753943015,17,0.8368408362897393,16,0.11,6,1627,42,958,30,0.7591125198098256,30,79769,1,1.3727477671272952,1,1887.232,47,1823.846,48,0.6771929860115051,48,1.071969747543335,8,3376.337129393285,13,34.39137,22,0.1190101578831673,33,0.09600389748811722,15,0.1488155871629715,87,2337,70,0.6130922,8,9628,13830,0.126,10,0.097,9,0.1697060796541529,4,13661,43,0.04832041343669251,7,2057,40,0.126,31,0.122,18,67.1,9,50,36,33.6,30,25,57,0.725,71,0.685,59,1282.4842438501578,8,103.23741666145,22,187223.9772044026,20,15071.155717,29,0.07232930739935534,37,996.768374,4,0.07
Cherokee,29361,71,0.0026730441239368958,71,0.07905181918412349,44,2151,44,52.23895028,2,2.83134158,8,0.15687476584584994,92,0.17816979051819185,90,0.3236606382616396,4,0.2687247335538405,4,0.09802118456455843,9,2878,56,25410,85,-0.03148345784418356,51,246,68,-0.11191335740072202,61,0.792,69,0.742,54,0.7988712964414485,41,0.7650549274316414,47,0.245,70,1107,28,832,88,0.659270998415214,88,40021,98,0.6887229172761534,98,822.038,75,795.76,74,0.6336633563041687,55,0.5379746556282043,66,2433.7453083109917,27,7.262296,66,0.05316455662250519,2,0.0723942443728447,9,0.07635045051574707,22,400,17,0.4779538,29,2504,4455,0.17300000000000001,86,0.147,85,0.3455443506894423,66,10074,32,0.12328218812541694,89,1848,37,0.156,82,0.14800000000000002,72,87.4,23,25,24,48.9,66,14,31,0.61,47,0.61,39,868.1325349866228,43,25.309535925000002,73,142316.80901420047,42,4149.10425,67,0.037221941904395504,66,134.10791,86,0.07
Chowan,13896,88,0.0012651006827501482,88,-0.03426228368892904,66,-493,66,42.98823529,46,-1.897971609999999,97,0.19854634427173287,49,0.2133574258113837,53,0.2506476683937824,24,0.2221836124817569,17,0.0590097869890616,56,820,95,73439,49,0.371973546555074,3,134,84,0.38144329896907214,1,0.808,54,0.69,79,0.6981981981981982,86,0.7125387249307027,74,0.253,72,684,15,904,47,0.716323296354992,47,51005,34,0.8777469927205769,34,589.147,81,576.747,81,1.202702760696411,12,1.058823585510254,9,,,,,0.09799554198980331,17,0.12279411405324936,29,0.1177394017577171,57,375,15,0.3582418,82,1141,1876,0.16699999999999998,74,0.141,75,0.3467081914970667,67,4787,14,0.09246901811248809,58,679,11,0.126,31,0.109,5,78.9,19,11,9,43,52,6,14,0.695,66,0.665,54,935.4846541355835,34,12.91623661965,86,140674.38408053885,44,1942.291221,88,0.07775430840851237,32,129.441046,87,0.0675
Clay,11924,92,0.001085568547863613,92,0.1194141945174615,48,1272,48,51.53676471,3,1.0157563100000004,52,0.1590909090909091,90,0.1752722493428464,93,0.325310298557531,2,0.27694329703342097,2,0.07891647098289165,20,941,87,14515,93,0.15888223552894212,14,178,79,0.08536585365853659,9,0.792,69,0.772,44,0.7594031071136549,60,0.739191353082466,61,0.231,64,401,6,883,58,0.6996830427892234,58,43753,86,0.7529470477894991,86,215.643,96,212.641,96,1.484848499298096,3,0.9491525292396545,18,1529.0122448979591,69,1.87304,86,0.05345211550593376,5,0.0700564980506897,8,0.1024657562375069,49,187,6,0.5441096,19,993,1376,0.163,66,0.143,79,0.2905961163402018,37,3427,8,0.08961860783307679,52,524,6,0.175,92,0.16,86,115.8,41,13,12,17.8,3,2,2,0.43,12,0.43,11,789.266574807089,52,9.3078207167,95,183550.36623420674,22,2164.609469,83,0.04435241985355872,58,87.7454,97,0.07
Cleveland,101172,29,0.009210763261024612,29,0.042215217256938005,35,4098,35,41.22512077,62,-0.4623265800000027,84,0.2078539516862373,34,0.22217071512454417,41,0.20036176017079824,59,0.16964377691245855,58,0.061963784446289485,50,6269,30,104633,31,-0.07683009678757026,60,872,10,-0.13233830845771144,70,0.765,82,0.661,82,0.7445237509229633,70,0.7023121387283238,78,0.24600000000000002,71,5409,79,979,28,0.7757527733755943,28,45126,73,0.7765750572200519,73,4463.065,25,4212.383,26,0.6638176441192627,50,0.7430657148361206,38,681.244184500864,90,10.25,55,0.1597845554351807,61,0.15111924707889557,59,0.1284549385309219,70,2993,78,0.4212017,51,9814,13358,0.16399999999999998,69,0.139,72,0.40108950654101555,80,40348,77,0.10397512395999664,74,6186,77,0.134,50,0.135,48,246.1,90,241,80,36.8,40,36,65,0.6875,65,0.6875,60,767.153320671299,59,77.17255544624999,27,111585.93755218896,62,11225.098974,34,0.04565843979400921,56,318.328216,44,0.0675
Columbus,49935,51,0.004546114176247024,51,-0.09742431089019431,97,-5390,97,42.2516835,56,1.4233359199999995,37,0.2078702313006909,33,0.22248531405332128,40,0.20907179333133072,53,0.17330320831450519,53,0.06368278762391108,42,3180,52,125177,19,-0.11272327757300822,68,447,39,-0.1303501945525292,69,0.769,81,0.666,81,0.6478498827208756,97,0.6621408711770158,87,0.292,85,2971,59,876,63,0.694136291600634,63,44109,83,0.7590734653840197,83,1448.915,61,1505.255,60,0.83152174949646,29,0.8366336822509766,32,1363.8177849837864,76,10.935091,54,0.2066188007593155,95,0.2196027785539627,94,0.1398116052150726,77,1692,54,0.3001983,97,3633,5798,0.17,80,0.145,83,0.4628947684425409,92,23129,63,0.1269863591618619,91,3612,62,0.149,78,0.159,84,133.3,46,74,49,41.4,49,23,49,0.805,87,0.805,83,710.9511085738303,72,35.52338309100001,59,88316.90789737021,88,4412.84262,65,0.0560704821767872,46,167.393,82,0.0675
Craven,105175,28,0.009575198928342462,28,0.01894999951559306,46,1956,46,37.19931102,92,0.8385411600000054,58,0.24335631091038745,7,0.24428642013582771,14,0.193135250772522,73,0.1665875468663715,59,0.12718801996672213,3,13377,12,100825,33,0.23924532940019666,8,292,58,0.19183673469387755,2,0.824,47,0.814,22,0.8104087406106721,34,0.8130791248241401,26,0.191,39,4091,73,1021,16,0.8090332805071315,16,54327,26,0.9349154175773116,26,4984.208,23,5083.471,22,0.3486370146274567,89,0.43081313371658325,81,2046.1355242821119,45,25.153144,30,0.1181037053465843,31,0.11948693543672562,26,0.08048256486654282,26,1948,60,0.4593042,39,11117,13096,0.147,30,0.12,31,0.2840896025754034,33,29651,71,0.09355762347888333,61,5228,73,0.113,11,0.13,39,200.7,79,205,75,88.1,98,90,85,0.4448,15,0.4448,15,599.8801149304411,92,62.61068735552,33,134865.13375234738,50,14076.14374,31,0.0223529247258616,81,259.47296,58,0.0675
